id,addr,place,class,type,call,lat,lng
8080,서울특별시 은평구 불광로 2길 16,현대 홈타운 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.61167594,126.933265
8081,서울특별시 은평구 볼광로 2길 33,북한산 힐스테이트 1차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.60649687,126.9166336
8082,서울특별시 은평구 볼광로 2길 33,북한산 힐스테이트 1차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.60649687,126.9166336
8083,서울특별시 은평구 불광로 2길 46,불광 SH빌 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.61149969,126.9357027
8084,서울특별시 은평구 진흥로 267,삼성래미안 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.61185346,126.938971
8085,서울특별시 은평구 진흥로 267,삼성래미안 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.61185346,126.938971
8086,서울특별시 은평구 진흥로 267,삼성래미안 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.61185346,126.938971
8087,서울특별시 은평구 진흥로 267,삼성래미안 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.61185346,126.938971
8088,서울특별시 은평구 진흥로 267,삼성래미안 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.61185346,126.938971
8089,서울특별시 은평구 불광로 51,서울불광초등학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.61342791,126.9307142
8090,서울특별시 은평구 불광로14길 10-10,서울수리초등학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.62030598,126.9340594
8091,서울특별시 은평구 진흥로15길 10,불광1동주민센터,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.61034976,126.9320834
8092,서울특별시 은평구 통일로 856,메트로 쇼핑,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.61965113,126.9214725
8093,서울특별시 은평구 통일로 82길 44,윤현 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.62350227,126.9208958
8094,서울특별시 은평구 불광로 208,북한산센씨티,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.62570663,126.9294623
8095,서울특별시 은평구 불광로 20길 12-9,서강 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.62392029,126.9311985
8096,서울특별시 은평구 연서로 34길 11,불광보건분소,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.62156381,126.9276865
8097,서울특별시 은평구 불광로 170,수자인 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.62178001,126.9316595
8098,서울특별시 은평구 연서로 347,서울연신초등학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.62606049,126.9277466
8099,서울특별시 은평구 연서로34길 22,서울연천초등학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.6213498,126.9299212
8100,서울특별시 은평구 연서로35길 37,서울연광초등학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.62364687,126.923907
8101,서울특별시 은평구 불광로 180,불광중학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.62319875,126.932115
8102,서울특별시 은평구 연서로33길 16-32,연신중학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.62354226,126.9242937
8103,서울특별시 은평구 연서로41길 30,연천중학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.62754773,126.9258221
8104,서울특별시 은평구 통일로92가길 33,세명컴퓨터고등학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.62776757,126.9232473
8105,서울특별시 은평구 연서로41길 16,불광제2동주민센터,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.62648872,126.927276
8106,서울특별시 은평구 은평터널로60,진흥 엣세벨,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58516593,126.8996759
8107,서울특별시 은평구 은평터널로48,수색은평종합사회복지,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58505455,126.8993265
8108,서울특별시 은평구 수색로217,DMC자이1단지 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.57962474,126.8987271
8109,서울특별시 은평구 수색로217,DMC자이1단지 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.57962474,126.8987271
8110,서울특별시 은평구 수색로217-1,DMC자이2단지 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.57862332,126.899557
8111,서울특별시 은평구 수색로195,두빌 오피스텔,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.57857068,126.9006785
8112,서울특별시 은평구 수색로16길 21,서울수색초등학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58516776,126.8960074
8113,서울특별시 은평구 수색로 280,수색동주민센터,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58351509,126.8936768
8114,서울특별시 은평구 갈현로3다길 15,라이프씨티 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.60262502,126.9051835
8115,서울특별시 은평구 갈현로1길 31,신사 휴플러스,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59873268,126.9061691
8116,서울특별시 은평구 갈현로1길 31,신사 휴플러스,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59873268,126.9061691
8117,서울특별시 은평구 갈현로1길 31,신사 휴플러스,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59873268,126.9061691
8118,서울특별시 은평구 가좌로12길 15,신사 위브2차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.5990501,126.9073648
8119,서울특별시 은평구 가좌로12길 15,신사 위브2차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.5990501,126.9073648
8120,서울특별시 은평구 가좌로12길 12,형진 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59802965,126.9080932
8121,서울특별시 은평구 가좌로11길 29-2,신사 현대2차 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59548102,126.9053107
8122,서울특별시 은평구 가좌로342,신사 홍익 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59760675,126.908156
8123,서울특별시 은평구 갈현로4길 26-5,신사 성원아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.6006463,126.9133776
8124,서울특별시 은평구 은평로3길 10,대한성결교회 은평교회,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59969866,126.9151693
8125,서울특별시 은평구 증산로21길 11,삼부아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59568228,126.9134497
8126,서울특별시 은평구 갈현로4길 26-2,서울기독대학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.60075259,126.9121983
8127,서울특별시 은평구 은평로2길 2,신사제1동주민센터,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59779312,126.9117544
8128,서울특별시 은평구 가좌로391,신사 씨티 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.60048638,126.9038672
8129,서울특별시 은평구 은평터널로167,굿모인기룡 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59364432,126.9074098
8130,서울특별시 은평구 은평터널로163,뉴신성 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.5933091,126.9072109
8131,서울특별시 은평구 은평터널로164,신사 현대1차 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59386293,126.9086409
8132,서울특별시 은평구 은평터널로164,신사 현대1차 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59386293,126.9086409
8133,서울특별시 은평구 은평터널로7길 2,신사 신성미소지움3차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59281423,126.9063122
8134,서울특별시 은평구 은평터널로143-5,팥배숲마을,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59189006,126.9057596
8135,서울특별시 은평구 은평터널로121-6,신사 이랜드타운,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59027561,126.9036431
8136,서울특별시 은평구 은평터널로65,대림한숲타운아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58690842,126.8990841
8137,서울특별시 은평구 은평터널로65,대림한숲타운아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58690842,126.8990841
8138,서울특별시 은평구 증산로15길 67-7,신사 신성 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59019551,126.9056938
8139,서울특별시 은평구 증산로15길 50,신사 대림파크빌,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59071352,126.9081207
8140,서울특별시 은평구 증산로15길69-14,신사 미성 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59037024,126.9051024
8141,서울특별시 은평구 증산로15길69-14,신사 미성 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59037024,126.9051024
8142,서울특별시 은평구 증산로15길69-14,신사 미성 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59037024,126.9051024
8143,서울특별시 은평구 은평터널로 150,서울서신초등학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59229253,126.9073843
8144,서울특별시 은평구 가좌로 275-2,서울신사초등학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59283055,126.9119851
8145,서울특별시 은평구 가좌로 361,서울상신초등학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59755582,126.9046009
8146,서울특별시 은평구 가좌로 400,덕산중학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.60225993,126.9046792
8147,서울특별시 은평구 증산로15길 61,상신중학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58978779,126.9064244
8148,서울특별시 은평구 은평터널로7길 6,숭실중학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59327341,126.9023876
8149,서울특별시 은평구 은평터널로7길 6,숭실고등학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59327341,126.9023876
8150,서울특별시 은평구 증산로15길 47,신사2동주민센터,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59025333,126.9080481
8151,서울특별시 은평구 갈현로 3나길 23,역촌 센트레빌,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.60356784,126.9058039
8152,서울특별시 은평구 갈현로 3나길 23,역촌 센트레빌,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.60356784,126.9058039
8153,서울특별시 은평구 역말로 14,역촌 성당,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.60528271,126.9119738
8154,서울특별시 은평구 갈현로 108,예일조명,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.60742629,126.9109007
8155,서울특별시 은평구 진흥로1길 11,역촌동 미랜드아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.60135973,126.9184634
8156,서울특별시 은평구 은평로3길 25,서울역촌초등학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.60157945,126.9139303
8157,서울특별시 은평구 연서로 59,역촌동주민센터,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.60440142,126.9151011
8158,서울특별시 은평구 은평로 91,CJ드림씨티,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59960159,126.9173563
8159,서울특별시 은평구 은평로 82,해태 드림타운,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59908443,126.9169675
8160,서울특별시 은평구 응암로 319,서강스카이 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59982805,126.9214299
8161,서울특별시 은평구 응암로 295,서강 스카이Ⅱ,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59814978,126.9201858
8162,서울특별시 은평구 은평로 160,경향렉스빌,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.600726,126.9260375
8163,서울특별시 은평구 백련산로 160,녹본역센트레빌,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59832056,126.926072
8164,서울특별시 은평구 백련산로 146-30,응암 SH빌,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59810222,126.9268339
8165,서울특별시 은평구 백련산로146,응암 푸르지오 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59777357,126.9263629
8166,서울특별시 은평구 백련산로146,응암 푸르지오 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59777357,126.9263629
8167,서울특별시 은평구 백련산로146,응암 푸르지오 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59777357,126.9263629
8168,서울특별시 은평구 응암로318,응암 금호 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59946354,126.9219674
8169,서울특별시 은평구 은평로4길 21-9,서울은명초등학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59767747,126.9178032
8170,서울특별시 은평구 백련산로 134-6,영락중학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59696095,126.9251856
8171,서울특별시 은평구 은평로6길 16,신진과학기술고등학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59871415,126.9188414
8172,서울특별시 은평구 백련산로 179,응암제1동주민센터,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.60069644,126.9267513
8173,서울특별시 은평구 백련산로 37,백련산힐스테이트4차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58941159,126.9223614
8174,서울특별시 은평구 백련산로 37,백련산힐스테이트4차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58941159,126.9223614
8175,서울특별시 은평구 백련산로 37,백련산힐스테이트4차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58941159,126.9223614
8176,서울특별시 은평구 백련산로 37,백련산힐스테이트4차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58941159,126.9223614
8177,서울특별시 은평구 백련산로 37,백련산힐스테이트4차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58941159,126.9223614
8178,서울특별시 은평구 백련산로 37,백련산힐스테이트4차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58941159,126.9223614
8179,서울특별시 은평구 백련산로 37,백련산힐스테이트4차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58941159,126.9223614
8180,서울특별시 은평구 백련산로 37,백련산힐스테이트4차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58941159,126.9223614
8181,서울특별시 은평구 백련산로 37,백련산힐스테이트4차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58941159,126.9223614
8182,서울특별시 은평구 백련산로 36,백련산힐스테이트3차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58845902,126.924617
8183,서울특별시 은평구 백련산로 36,백련산힐스테이트3차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58845902,126.924617
8184,서울특별시 은평구 백련산로 36,백련산힐스테이트3차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58845902,126.924617
8185,서울특별시 은평구 백련산로 36,백련산힐스테이트3차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58845902,126.924617
8186,서울특별시 은평구 백련산로 36,백련산힐스테이트3차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58845902,126.924617
8187,서울특별시 은평구 백련산로 38,백련산힐스테이트2차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58927426,126.9231106
8188,서울특별시 은평구 백련산로 38,백련산힐스테이트2차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58927426,126.9231106
8189,서울특별시 은평구 백련산로 38,백련산힐스테이트2차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58927426,126.9231106
8190,서울특별시 은평구 백련산로 38,백련산힐스테이트2차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58927426,126.9231106
8191,서울특별시 은평구 백련산로 38,백련산힐스테이트2차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58927426,126.9231106
8192,서울특별시 은평구 백련산로 38,백련산힐스테이트2차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58927426,126.9231106
8193,서울특별시 은평구 백련산로 38,백련산힐스테이트2차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58927426,126.9231106
8194,서울특별시 은평구 백련산로 38,백련산힐스테이트2차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58927426,126.9231106
8195,서울특별시 은평구 백련산로 38,백련산힐스테이트2차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58927426,126.9231106
8196,서울특별시 은평구 백련산로 2길 19,백련산힐스테이트1차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59248237,126.9251367
8197,서울특별시 은평구 백련산로 2길 19,백련산힐스테이트1차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59248237,126.9251367
8198,서울특별시 은평구 백련산로 2길 19,백련산힐스테이트1차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59248237,126.9251367
8199,서울특별시 은평구 백련산로 2길 19,백련산힐스테이트1차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59248237,126.9251367
8200,서울특별시 은평구 백련산로 2길 19,백련산힐스테이트1차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59248237,126.9251367
8201,서울특별시 은평구 백련산로 2길 19,백련산힐스테이트1차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59248237,126.9251367
8202,서울특별시 은평구 백련산로 2길 19,백련산힐스테이트1차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59248237,126.9251367
8203,서울특별시 은평구 백련산로 2길 19,백련산힐스테이트1차,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59248237,126.9251367
8204,서울특별시 은평구 응암로18길 18-9,자선메르시안,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59189588,126.9201062
8205,서울특별시 은평구 백련산로 127,응암신동아 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59714524,126.9236542
8206,서울특별시 은평구 백련산로6,대주 피오레,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.5861488,126.9232349
8207,서울특별시 은평구 백련산로6,대주 피오레,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.5861488,126.9232349
8208,서울특별시 은평구 은평로105,응암동 서부중앙교회,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.60013387,126.9193984
8209,서울특별시 은평구 백련산로2길 35,서울연은초등학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59050668,126.9248707
8210,서울특별시 은평구 백련산로 100,응암2동주민센터,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59458096,126.9230682
8211,서울특별시 은평구 응암로 142-32,남청파인힐,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58403739,126.9160077
8212,서울특별시 은평구 가좌로 7나길 30,응암 우성 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58401019,126.9189406
8213,서울특별시 은평구 가좌로 7나길 35,응암 경남아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58333543,126.9200372
8214,서울특별시 은평구 가좌로5길 5,충암초등학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58464007,126.9218073
8215,서울특별시 은평구 가좌로5길 5,충암중학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58464007,126.9218073
8216,서울특별시 은평구 가좌로5길 5,충암고등학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58464007,126.9218073
8217,서울특별시 은평구 불광천길 410-17,응암제3동주민센터,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.59222514,126.9157193
8218,서울특별시 은평구 증산로221,덕원 DMC,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.57878679,126.9035736
8219,서울특별시 은평구 증산서길20,수색천주교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.57931221,126.9019357
8220,서울특별시 은평구 증산로13길44-5,DMC명문퀸즈파크,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58762864,126.9077581
8221,서울특별시 은평구 증산서길 79,증산 두산위브아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58415458,126.906235
8222,서울특별시 은평구 증산서길 79,증산 두산위브아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58415458,126.906235
8223,서울특별시 은평구 증산로3길 26-1,우방 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58148876,126.9024811
8224,서울특별시 은?구 증산로1길 26,DMC 청구 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58049257,126.9009673
8225,서울특별시 은평구 증산로285,증산 중앙하이츠,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58315497,126.9082423
8226,서울특별시 은평구 증산로303,증산 태광 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58425699,126.9095169
8227,서울특별시 은평구 증산로333,월드빌 아파트,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58623212,126.9116734
8228,서울특별시 은평구 증산로 325,유니온 빌딩,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58565011,126.9110931
8229,서울특별시 은평구 증산서길 61,서울증산초등학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58256697,126.9040957
8230,서울특별시 은평구 증산서길 125-6,연서중학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58702092,126.9092728
8231,서울특별시 은평구 증산로5길 27-30,증산중학교,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.5838182,126.9049379
8232,서울특별시 은평구 증산서길 89,증산동주민센터,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.58435111,126.9070247
8233,서울특별시 은평구 진관3로 15-45,금호어울림 10단지,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64429081,126.9161763
8234,서울특별시 은평구 진관3로 15-45,금호어울림 10단지,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64429081,126.9161763
8235,서울특별시 은평구 진관3로 15-45,금호어울림 10단지,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64429081,126.9161763
8236,서울특별시 은평구 진관3로 15-45,금호어울림 10단지,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64429081,126.9161763
8237,서울특별시 은평구 진관3로 15-45,금호어울림 10단지,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64429081,126.9161763
8238,서울특별시 은평구 진관3로 15-45,금호어울림 10단지,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64429081,126.9161763
8239,서울특별시 은평구 진관3로 15-45,금호어울림 10단지,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64429081,126.9161763
8240,서울특별시 은평구 진관3로 15-45,금호어울림 10단지,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64429081,126.9161763
8241,서울특별시 은평구 진관3로 15-45,금호어울림 10단지,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64429081,126.9161763
8242,서울특별시 은평구 진관3로 15-45,금호어울림 10단지,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64429081,126.9161763
8243,서울특별시 은평구 진관3로 15-45,금호어울림 10단지,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64429081,126.9161763
8244,서울특별시 은평구 진관3로 15-45,금호어울림 10단지,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64429081,126.9161763
8245,서울특별시 은평구 진관3로 15-45,금호어울림 10단지,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64429081,126.9161763
8246,서울특별시 은평구 진관3로 21,엘크루 오피스텔,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.63960544,126.9191222
8247,서울특별시 은평구 진관3로 67,삼성레미안 9단지,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64276639,126.9209121
8248,서울특별시 은평구 진관3로 67,삼성레미안 9단지,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64276639,126.9209121
8249,서울특별시 은평구 진관3로 67,삼성레미안 9단지,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64276639,126.9209121
8250,서울특별시 은평구 진관3로 67,삼성레미안 9단지,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64276639,126.9209121
8251,서울특별시 은평구 진관4로 48-8,상림마을 아이파크,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64395916,126.9282149
8252,서울특별시 은평구 진관4로48-50,상림마을 아이파크,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64320232,126.9292116
8253,서울특별시 은평구 진관4로48-50,상림마을 아이파크,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64320232,126.9292116
8254,서울특별시 은평구 진관4로48-50,상림마을 아이파크,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64320232,126.9292116
8255,서울특별시 은평구 진관4로 48-51,상림마을 아이파크,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64363078,126.9297607
8256,서울특별시 은평구 진관4로 48-51,상림마을 아이파크,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64363078,126.9297607
8257,서울특별시 은평구 진관4로 48-17,상림마을 아이파크,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64513164,126.9273482
8258,서울특별시 은평구 진관4로 48-17,상림마을 아이파크,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64513164,126.9273482
8259,서울특별시 은평구 진관4로 78-8,상림마을 아이파크,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64615053,126.9284214
8260,서울특별시 은평구 진관4로 77,상림마을 아이파크,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64669977,126.9283796
8261,서울특별시 은평구 진관4로 47,상림마을 아이파크,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64571074,126.926626
8262,서울특별시 은평구 진관4로 78-38,G WELL,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.6441388,126.9311358
8263,서울특별시 은평구 진관4로 37,상림마을 롯데캐슬,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64447119,126.9250688
8264,서울특별시 은평구 진관4로 37,상림마을 롯데캐슬,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64447119,126.9250688
8265,서울특별시 은평구 진관4로 37,상림마을 롯데캐슬,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64447119,126.9250688
8266,서울특별시 은평구 진관4로 17,상림마을 롯데캐슬,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64364956,126.922905
8267,서울특별시 은평구 진관4로 17,상림마을 롯데캐슬,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64364956,126.922905
8268,서울특별시 은평구 진관4로 17,상림마을 롯데캐슬,폐형광등/폐건전지 분리수거함,폐형광등/폐건전지,,37.64364956,126.922905
